"cbsa","state","puma12","stab","cbsaname15","PUMAname","pop14","afact"
"CBSA current as of CBSAyr","FIPS state","puma12","State Postal Code","2015 CBSA Name","PUMA12 Name","Pop 2014 estimate fr county level ests","cbsa to puma12 alloc factor"
"32660","47","00600","TN","McMinnville, TN (Micro)","Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties",39969,1 
"32700","20","01000","KS","McPherson, KS (Micro)","Central Kansas--Hutchinson City",29241,1 
"32740","42","00200","PA","Meadville, PA (Micro)","Crawford & Warren Counties",87175,1 
"32780","41","00901","OR","Medford, OR (Metro)","Jackson County (Central)--Medford & Central Point Cities",106781.662,0.508 
"32780","41","00902","OR","Medford, OR (Metro)","Jackson County (Outside Medford & Central Point Cities)--Ashland City",103505.338,0.492 
"32820","05","00600","AR","Memphis, TN-MS-AR (Metro)","Crittenden, Mississippi & Craighead (East) Counties",49548,0.037 
"32820","28","00100","MS","Memphis, TN-MS-AR (Metro)","North Delta Region--DeSoto County--Southaven City",170913,0.127 
"32820","28","00200","MS","Memphis, TN-MS-AR (Metro)","Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties",44530,0.033 
"32820","28","00300","MS","Memphis, TN-MS-AR (Metro)","North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties",38802,0.029 
"32820","47","03100","TN","Memphis, TN-MS-AR (Metro)","Tipton, Fayette & Lauderdale Counties",100634,0.075 
"32820","47","03201","TN","Memphis, TN-MS-AR (Metro)","Memphis City (Central Riverside)",144664.542,0.108 
"32820","47","03202","TN","Memphis, TN-MS-AR (Metro)","Memphis City (Central Midtown)",128907.245,0.096 
"32820","47","03203","TN","Memphis, TN-MS-AR (Metro)","Memphis (North) & Bartlett (Southwest) Cities",115784.26,0.086 
"32820","47","03204","TN","Memphis, TN-MS-AR (Metro)","Shelby County (North)--Bartlett (North & East) & Millington Cities",105526.33,0.079 
"32820","47","03205","TN","Memphis, TN-MS-AR (Metro)","Memphis (East), Lakeland Cities & Arlington Town (South)",108568.49,0.081 
"32820","47","03206","TN","Memphis, TN-MS-AR (Metro)","Shelby County (Southeast)--Collierville Town & Germantown City",122928.175,0.092 
"32820","47","03207","TN","Memphis, TN-MS-AR (Metro)","Memphis City (Southeast)",107807.444,0.08 
"32820","47","03208","TN","Memphis, TN-MS-AR (Metro)","Memphis City (Southwest)",104616.515,0.078 
"32860","55","55102","WI","Menomonie, WI (Micro)","St. Croix & Dunn Counties",44305,1 
"32900","06","04701","CA","Merced, CA (Metro)","Merced County (West & South)--Los Banos & Livingston Cities",108935.944,0.409 
"32900","06","04702","CA","Merced, CA (Metro)","Merced County (Northeast)--Merced & Atwater Cities",157417.056,0.591 
"32940","28","01400","MS","Meridian, MS (Micro)","East Central Region--Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties",10163,0.096 
"32940","28","01500","MS","Meridian, MS (Micro)","East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City",96038,0.904 
"32980","55","00600","WI","Merrill, WI (Micro)","Oneida, Lincoln, Vilas, Langlade & Forest Counties",28493,1 
"33020","29","00400","MO","Mexico, MO (Micro)","Lincoln, Warren, Audrain, Pike & Montgomery Counties",25887,1 
"33060","40","00100","OK","Miami, OK (Micro)","Northeast Oklahoma",32105,1 
"33100","12","01101","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (West)--Coral Springs & Parkland Cities",154204.996,0.026 
"33100","12","01102","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (North Central)--Margate & Coconut Creek Cities",116292.396,0.02 
"33100","12","01103","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities",108355.932,0.018 
"33100","12","01104","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities",126168.599,0.021 
"33100","12","01105","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities",179788.382,0.03 
"33100","12","01106","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (Central)--Plantation & Sunrise Cities",176683.088,0.03 
"33100","12","01107","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (Central)--Lauderhill & Lauderdale Lakes Cities",107258.814,0.018 
"33100","12","01108","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (East Central)--Fort Lauderdale City (Central)",147731.356,0.025 
"33100","12","01109","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities",108262.902,0.018 
"33100","12","01110","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (Central)--Davie Town & Cooper City",120575.007,0.02 
"33100","12","01111","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town",142458.559,0.024 
"33100","12","01112","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities",137470.2,0.023 
"33100","12","01113","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities",125319.562,0.021 
"33100","12","01114","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities",118665.208,0.02 
"33100","12","08601","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (North Central)--Greater Miami Lakes Town",122096.459,0.021 
"33100","12","08602","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (North Central)--Miami Gardens City (North & West)",108078.273,0.018 
"33100","12","08603","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Northeast)--Greater North Miami Beach City (West)",107435.07,0.018 
"33100","12","08604","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Northeast)--Aventura City & Surfside Town",107128.936,0.018 
"33100","12","08605","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)",112532.689,0.019 
"33100","12","08606","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",107853.205,0.018 
"33100","12","08607","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Northeast)--Hialeah City (North Central)",107156.669,0.018 
"33100","12","08608","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau",120459.119,0.02 
"33100","12","08609","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Northeast)--Hialeah City (South Central)",107740.138,0.018 
"33100","12","08610","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Central)--Miami Springs City & Miami International Airport",107651.604,0.018 
"33100","12","08611","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Northeast Central)--Miami City (North)",107866.005,0.018 
"33100","12","08612","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village",106983.868,0.018 
"33100","12","08613","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Northeast Central)--Miami City (Downtown)",108145.473,0.018 
"33100","12","08614","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (East)--Miami City (East) & Key Biscayne Village",108099.606,0.018 
"33100","12","08615","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (East Central)--Miami City (West)",110065.48,0.019 
"33100","12","08616","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",107878.805,0.018 
"33100","12","08617","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",109271.877,0.018 
"33100","12","08618","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami",113380.692,0.019 
"33100","12","08619","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South)",107956.672,0.018 
"33100","12","08620","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",107699.604,0.018 
"33100","12","08621","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk",108274.54,0.018 
"33100","12","08622","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Southwest)--South Miami Heights",109489.478,0.018 
"33100","12","08623","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village",112674.556,0.019 
"33100","12","08624","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade County (South)--Homestead City (North) & Florida City (North)",106874.001,0.018 
"33100","12","08700","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties",30081.18,0.005 
"33100","12","09901","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (Northeast)",109850.972,0.019 
"33100","12","09902","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities",119115.155,0.02 
"33100","12","09903","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town",150892.889,0.025 
"33100","12","09904","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North)",131502.691,0.022 
"33100","12","09905","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",132800.735,0.022 
"33100","12","09906","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (East Central)--Greater Boynton Beach City (North)",157958.02,0.027 
"33100","12","09907","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (Southeast)--Greater Delray Beach City",121563.017,0.021 
"33100","12","09908","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town",112974.325,0.019 
"33100","12","09909","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (West of Boca Raton City)",109822.386,0.019 
"33100","12","09910","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (Central)--Wellington Village & Agricultural Reserve",108459.757,0.018 
"33100","12","09911","FL","Miami-Fort Lauderdale-West Palm Beach, FL (Metro)","Palm Beach County (West)--Glades & Western Communities",142770.054,0.024 
"33140","18","00300","IN","Michigan City-La Porte, IN (Metro)","LaPorte County",111444,1 
"33180","21","00900","KY","Middlesborough, KY (Micro)","Cumberland Valley Area Development District (South)",27778,1 
"33220","26","01400","MI","Midland, MI (Metro)","Bay & Midland Counties",83427,1 
"33260","48","02800","TX","Midland, TX (Metro)","Concho Valley COG & Permian Basin Regional Planning Commission (East)",5460,0.034 
"33260","48","03000","TX","Midland, TX (Metro)","Permian Basin Regional Planning Commission (Central)--Midland County--Midland City",155830,0.966 
"33300","13","01600","GA","Milledgeville, GA (Micro)","Middle Georgia Regional Commission (North & Outside Bibb County)",45909,0.844 
"33300","13","04200","GA","Milledgeville, GA (Micro)","Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)",8509,0.156 
"33340","55","20000","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Washington & Ozaukee Counties",220721,0.14 
"33340","55","40101","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Milwaukee County (Northeast)",109745.983,0.07 
"33340","55","40301","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Milwaukee County (South)",119770.871,0.076 
"33340","55","40701","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Milwaukee County (West)",171073.997,0.109 
"33340","55","41001","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Milwaukee City (North)",109888.273,0.07 
"33340","55","41002","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Milwaukee City (North Central)",119122.997,0.076 
"33340","55","41003","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Milwaukee City (Central)",107259.439,0.068 
"33340","55","41004","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Milwaukee City (South Central)",106440.01,0.068 
"33340","55","41005","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Milwaukee City (South)",113104.431,0.072 
"33340","55","70101","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Waukesha County (West)",115888.079,0.074 
"33340","55","70201","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Waukesha County (East)",156296.642,0.099 
"33340","55","70301","WI","Milwaukee-Waukesha-West Allis, WI (Metro)","Waukesha County (Central)",122933.279,0.078 
"33420","48","02200","TX","Mineral Wells, TX (Micro)","North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",28096,1 
"33460","27","00600","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Chisago, Isanti, Pine, Mille Lacs & Kanabec Counties",118322,0.034 
"33460","27","01000","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Sherburne & Benton Counties",91126,0.026 
"33460","27","01101","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities",106629.197,0.031 
"33460","27","01102","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Anoka County (Southwest)--Coon Rapids, Fridley & Columbia Heights Cities",118993.769,0.034 
"33460","27","01103","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Anoka County (East)--Blaine, Lino Lakes & Ham Lake Cities",116241.034,0.033 
"33460","27","01201","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities",130258.679,0.037 
"33460","27","01202","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Washington County (South)--Woodbury & Cottage Grove Cities",119024.321,0.034 
"33460","27","01301","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities",128766.498,0.037 
"33460","27","01302","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities",105361.262,0.03 
"33460","27","01303","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Ramsey County (Southeast)--St. Paul City (East)",134357.574,0.038 
"33460","27","01304","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Ramsey County (Southwest)--St. Paul City (West)",164169.666,0.047 
"33460","27","01401","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka",113050.598,0.032 
"33460","27","01402","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities",108959.287,0.031 
"33460","27","01403","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Hennepin County--Brooklyn Park, Maple Grove (East) & Osseo Cities",112646.726,0.032 
"33460","27","01404","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Hennepin County--Brooklyn Center, Golden Valley, New Hope & Robbinsdale Cities",112451.1,0.032 
"33460","27","01405","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Hennepin County--Minneapolis (North) & St. Anthony Cities",141695.033,0.041 
"33460","27","01406","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Hennepin County--Minneapolis City (Southeast)",131732.849,0.038 
"33460","27","01407","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Hennepin County--Minneapolis City (Southwest)",134376.95,0.038 
"33460","27","01408","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Hennepin County--Edina, St. Louis Park & Hopkins Cities",116515.065,0.033 
"33460","27","01409","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Hennepin County--Eden Prairie & Minnetonka Cities",116251.076,0.033 
"33460","27","01410","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Hennepin County--Bloomington & Richfield Cities",124385.317,0.036 
"33460","27","01501","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities",155466.397,0.044 
"33460","27","01502","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities",143830.146,0.041 
"33460","27","01503","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Dakota County (West)--Burnsville & Apple Valley Cities",113232.458,0.032 
"33460","27","01600","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Scott County (East)--Shakopee, Savage & Prior Lake Cities",124226.466,0.036 
"33460","27","01700","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Carver & Scott (West) Counties",112783.534,0.032 
"33460","27","01800","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Wright County",129918,0.037 
"33460","27","01900","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Kandiyohi, McLeod, Meeker, Renville & Sibley Counties",14918,0.004 
"33460","27","02300","MN","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","Rice, Goodhue & Le Sueur Counties",27770,0.008 
"33460","55","00700","WI","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","West Central Wisconsin--Northern Mississippi Region",40958,0.012 
"33460","55","55102","WI","Minneapolis-St. Paul-Bloomington, MN-WI (Metro)","St. Croix & Dunn Counties",86759,0.025 
"33500","38","00100","ND","Minot, ND (Micro)","West North Dakota--Minot City",77959,1 
"33540","30","00200","MT","Missoula, MT (Metro)","West Montana--Missoula City",112684,1 
"33580","46","00400","SD","Mitchell, SD (Micro)","Jackrabbit Region",23304,1 
"33620","29","00700","MO","Moberly, MO (Micro)","Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",25072,1 
"33660","01","02701","AL","Mobile, AL (Metro)","Mobile City (East)",111336.537,0.268 
"33660","01","02702","AL","Mobile, AL (Metro)","Mobile City (West)",107838.581,0.26 
"33660","01","02703","AL","Mobile, AL (Metro)","Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",195947.882,0.472 
"33700","06","09901","CA","Modesto, CA (Metro)","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities",117429.548,0.221 
"33700","06","09902","CA","Modesto, CA (Metro)","Stanislaus County (Central)--Modesto City (West)",122487.342,0.23 
"33700","06","09903","CA","Modesto, CA (Metro)","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities",180056.848,0.338 
"33700","06","09904","CA","Modesto, CA (Metro)","Stanislaus County (Central)--Modesto City (East)",112023.262,0.211 
"33740","22","00400","LA","Monroe, LA (Metro)","North Delta Regional Planning & Development District 1--Ouachita Parish",156325,0.874 
"33740","22","00500","LA","Monroe, LA (Metro)","North Delta Regional Planning & Development District 2--Northeast Louisiana",22539,0.126 
"33780","26","03300","MI","Monroe, MI (Metro)","Monroe County",149824,1 
"33860","01","02000","AL","Montgomery, AL (Metro)","Montgomery City & Pike Road Town (North)",193814.298,0.519 
"33860","01","02100","AL","Montgomery, AL (Metro)","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",179326.702,0.481 
"33940","08","01002","CO","Montrose, CO (Micro)","Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",40873,1 
"33980","37","04400","NC","Morehead City, NC (Micro)","Carteret, Beaufort & Pamlico Counties",68811,1 
"34020","22","01300","LA","Morgan City, LA (Micro)","Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",53162,1 
"34060","54","00300","WV","Morgantown, WV (Metro)","Monongalia & Preston Counties--Morgantown City",137251,1 
"34100","47","01400","TN","Morristown, TN (Metro)","Hamblen, Cocke & Grainger Counties",63036,0.545 
"34100","47","01500","TN","Morristown, TN (Metro)","Sevier & Jefferson Counties",52677,0.455 
"34140","16","00100","ID","Moscow, ID (Micro)","Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",38411,1 
"34180","53","10800","WA","Moses Lake, WA (Micro)","Grant & Kittitas Counties",93147,1 
"34220","13","00800","GA","Moultrie, GA (Micro)","Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",46102,1 
"34260","05","00300","AR","Mountain Home, AR (Micro)","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",40857,1 
"34300","16","01000","ID","Mountain Home, ID (Micro)","Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",26094,1 
"34340","37","00200","NC","Mount Airy, NC (Micro)","Wilkesboro High Country--Surry, Wilkes & Alleghany Counties",72968,1 
"34380","26","01200","MI","Mount Pleasant, MI (Micro)","Isabella, Gratiot & Clare Counties",70616,1 
"34420","48","01000","TX","Mount Pleasant, TX (Micro)","Ark-Tex COG (West)",32506,1 
"34460","21","02700","KY","Mount Sterling, KY (Micro)","Buffalo Trace & Gateway Area Development Districts",45967,1 
"34500","17","01001","IL","Mount Vernon, IL (Micro)","Monroe, Randolph, Washington, Jefferson & Marion Counties",38534,1 
"34540","39","02800","OH","Mount Vernon, OH (Micro)","Marion, Knox & Morrow Counties",61167,1 
"34580","53","10200","WA","Mount Vernon-Anacortes, WA (Metro)","Skagit, Island & San Juan Counties",120365,1 
"34620","18","02000","IN","Muncie, IN (Metro)","Delaware County--Muncie City",117074,1 
"34660","21","00100","KY","Murray, KY (Micro)","Purchase Area Development District",38282,1 
"34700","19","00800","IA","Muscatine, IA (Micro)","Clinton, Muscatine, Jones & Cedar Counties",42903,1 
"34740","26","00700","MI","Muskegon, MI (Metro)","Muskegon County",172344,1 
"34780","40","01302","OK","Muskogee, OK (Micro)","Muskogee, Okmulgee, Wagoner (East) & McIntosh Counties",69966,1 
"34820","37","04800","NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metro)","Brunswick County",118836,0.285 
"34820","45","01101","SC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metro)","Horry County (West & North)--Conway City & Red Hill",142460.96,0.341 
"34820","45","01102","SC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metro)","Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East)",156371.04,0.374 
"34860","48","04000","TX","Nacogdoches, TX (Micro)","Deep East Texas COG (Central)--Angelina & Nacogdoches Counties",65301,1 
"34900","06","05500","CA","Napa, CA (Metro)","Napa County--Napa City",141667,1 
"34940","12","02101","FL","Naples-Immokalee-Marco Island, FL (Metro)","Collier County (Northwest)",112832.918,0.324 
"34940","12","02102","FL","Naples-Immokalee-Marco Island, FL (Metro)","Collier County (Southwest)",118123.367,0.339 
"34940","12","02103","FL","Naples-Immokalee-Marco Island, FL (Metro)","Collier County (East)",117820.715,0.338 
"34980","47","00400","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Robertson, Dickson, Cheatham & Hickman Counties",182802,0.102 
"34980","47","00500","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Sumner County--Hendersonville City",172706,0.096 
"34980","47","00600","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties",63771,0.036 
"34980","47","02300","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Wilson County--Lebanon & Mount Juliet Cities",125376,0.07 
"34980","47","02401","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Rutherford County (North)--Smyrna Town & La Vergne City",132616.396,0.074 
"34980","47","02402","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Rutherford County (South)--Murfreesboro City",156289.604,0.087 
"34980","47","02501","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Nashville-Davidson (East)",157671.538,0.088 
"34980","47","02502","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Nashville-Davidson (North)",111761.415,0.062 
"34980","47","02503","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Nashville-Davidson (Central)",122500.937,0.068 
"34980","47","02504","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Nashville-Davidson (Southeast)",126288.032,0.07 
"34980","47","02505","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Nashville-Davidson (Southwest)",150125.078,0.084 
"34980","47","02600","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Williamson County--Franklin & Brentwood Cities",205226,0.114 
"34980","47","02700","TN","Nashville-Davidson--Murfreesboro--Franklin, TN (Metro)","Maury, Bedford & Marshall Counties",85515,0.048 
"35020","22","00600","LA","Natchez, MS-LA (Micro)","Kisatchie Delta Regional Planning & Development District 1",20466,0.392 
"35020","28","01600","MS","Natchez, MS-LA (Micro)","Southwest Region",31737,0.608 
"35060","22","00300","LA","Natchitoches, LA (Micro)","Coordinating & Development Corporation 4--Northwest Louisiana",39166,1 
"35100","37","04100","NC","New Bern, NC (Metro)","Lenoir, Onslow (North) & Jones Counties",10076,0.079 
"35100","37","04300","NC","New Bern, NC (Metro)","Craven County",104510,0.819 
"35100","37","04400","NC","New Bern, NC (Metro)","Carteret, Beaufort & Pamlico Counties",12948,0.102 
"35140","45","00400","SC","Newberry, SC (Micro)","Cherokee, Newberry, Chester & Union Counties",37783,1 
"35220","18","01500","IN","New Castle, IN (Micro)","Henry, Randolph, Jay & Blackford Counties",48995,1 
"35260","42","01501","PA","New Castle, PA (Micro)","Lawrence & Beaver (North) Counties--New Castle City",88771,1 
"35300","09","00900","CT","New Haven-Milford, CT (Metro)","New Haven County (Northwest)",133233.369,0.155 
"35300","09","00901","CT","New Haven-Milford, CT (Metro)","Waterbury Town",110212.443,0.128 
"35300","09","00902","CT","New Haven-Milford, CT (Metro)","Meriden, Wallingford & North Haven Towns",129914.992,0.151 
"35300","09","00903","CT","New Haven-Milford, CT (Metro)","Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",124031.19,0.144 
"35300","09","00904","CT","New Haven-Milford, CT (Metro)","West Haven, Milford & Orange Towns",122108.868,0.142 
"35300","09","00905","CT","New Haven-Milford, CT (Metro)","New Haven Town",129598.433,0.15 
"35300","09","00906","CT","New Haven-Milford, CT (Metro)","East Haven, Branford, Guilford, Madison & North Branford Towns",112177.705,0.13 
"35380","22","01900","LA","New Orleans-Metairie, LA (Metro)","South Central Planning & Development Commission 1--River Parishes",118128,0.094 
"35380","22","02200","LA","New Orleans-Metairie, LA (Metro)","Regional Planning Commission 1--St. Tammany Parish (Northwest)",126278.952,0.101 
